Code,Description,Reset Level,Dead Level,Availability,Reset Mode,Brake Program,Yaw Program,StatCom
FM1202,MCV Temp H Warn — Is generated when the main converter indicates temperature too high in its power components (heatsinks). Brake Prog.: 0,0,300,no,A,,0,yes
FM1203,MCV Temp H Stop — Is generated when the main converter indicates maximum permissible temperature exceeded in its power components (heatsinks). Brake Prog.: 5,270,330,yes,M(A),,0,no
FM1204,MCV Reactive power diff. To setpoint max — The difference between the reactive power setpoint value and the actual reactive power value exceeds the parameterized limit value for more than one hour. Brake Prog.: 0,0,300,no,A,,0,yes
FM1205,MCV Griderror — Is generated if the main converter indicates a grid error.,0,330,yes,A,6,0,no
FM1206,MCV Gen RPM H Stop — Is generated if the main converter indicates that the maximum permissible generator speed has been exceeded during operation. Brake Prog.: 2,270,600,yes,M(A),,0,yes
FM1207,MCV Initialization Fault — Is generated if the main converter indicates an initialization error during the booting phase.,270,330,yes,M(A),6,0,no
FM1208,"MCV Class B Fault — Is generated when the main converter indicates a category-B fault (moderate MC fault, manual reset mandatory). Brake Prog.: 6",270,330,yes,M(A),,0,no
FM1209,"MCV Class C (Service!) Fault — Is generated when the main converter indicates a category-C fault (severe MC fault, manual reset mandatory). Brake Prog.: 6",270,330,yes,M(A),,0,no
FM1210,"MCV Synchronization TimeOut — Is indicated if the main converter has been enabled for cut-in, but has not cut-in within a defined period (timeout monitoring). Brake Prog.: 5",270,330,yes,M,,0,no
FM1211,"MCV GridDiscon DespiteReleaseForOp. — Is indicated if the main converter disconnects itself from the grid independently within the normal working range, without a fault indication. Only occurs due to unfavorable grid conditions when the Brake Prog.: 5 main converter is operated in a critical range. Yaw Prog.: 0",0,300,yes,A,,,no
FM1212,MCV CWTemp L Warn — Is indicated when the main converter indicates that its coolant temperature is too low.,0,300,no,A,0,0,yes
FM1213,MCV Ext. Hardware Error — Is indicated there is a hardware fault in the main converter (e.g. the coolant pump fuse or recooling fan fuse has triggered). Brake Prog.: 5,270,600,yes,M(A),,0,no
FM1214,MCV MainSw/Contactor not open — Is indicated when the main switch or a main converter circuit breaker does not open following a switch- off command. Note: In this case the main converter opens the MV-switch in order to protect itself. Brake Prog.: 2,270,330,yes,M(A),,0,no
FM1215,LVL DiffCurr 400V TB Warn — Is reported if the differential current monitor in the top box detects an intermittent ground fault in the 400 VAC grid. Brake Prog.: 0,0,300,no,A,,0,yes
FM1216,LVL DiffCurr 400V TB Stop — Is reported if the differential current monitor in the top box detects a permanent ground fault in the 400 VAC grid. Brake Prog.: 2,270,400,yes,M,,50,yes
FM1217,Pit 1 EndSwitch pos beyond tol — Check of the limit-switch position,270,300,no,M,0,0,yes
FM1218,Pit 2 EndSwitch pos beyond tol — refer to FM1217,270,300,no,M,0,0,yes
FM1219,Pit 3 EndSwitch pos beyond tol — refer to FM1217,270,300,no,M,0,0,yes
FM1220,Pit 1 Motor Temp H Stop — Temperature monitoring of the pitch motor,0,600,yes,A,1,0,yes
FM1221,Pit 2 Motor Temp H Stop — Refer to FM1220,0,600,yes,A,1,0,yes
FM1222,Pit 3 Motor Temp H Stop — Refer to FM1220,0,600,yes,A,1,0,yes
FM1223,Pit 1 Motor Temp Sens CableBreak — The winding temperature sensor has a cable break.,270,600,yes,M,1,0,yes
FM1224,Pit 2 Motor Temp Sens CableBreak — Refer to FM1223,270,600,yes,M,1,0,yes
FM1225,Pit 3 Motor Temp sens CableBreak — Refer to FM1223,270,600,yes,M,1,0,yes
FM1226,Pit 1 Conv FbOverload — Pitch motor is overloaded (I²t),270,600,no,M,0,0,yes
FM1227,Pit 2 Conv FbOverload — Refer to FM1226,270,600,no,M,0,0,yes
FM1228,Pit 3 Conv FbOverload — Refer to FM1226,270,600,no,M,0,0,yes
FM1229,Pit 1 GearboxHeating Nok — The pitch gearbox heating is out of the permissible temperature range.,0,300,no,A,0,0,yes
FM1230,Pit 2 GearboxHeating Nok — The pitch gearbox heating is out of the permitted temperature range.,0,300,no,A,0,0,yes
FM1231,Pit 3 gearboxHeating Nok — The pitch gearbox heating is out of the permitted temperature range.,0,300,no,A,0,0,yes
FM1232,GCM ActivePower limit L Stop(freq) — The active power has fallen below the minimum due to high grid frequency. The WTG is stopped with soft braking. Brake Prog.: 1,0,330,no,A,,0,yes
FM1233,PLC Fan failure — PLC indicates the failure of at least one fan.,0,300,no,A,0,0,yes
FM1234,PLC Temp H Warn — The alarm is set if the CPU temperature of the PLC has exceeded the limit value P12.15. It will be automatically reset if the temperature has fallen below the limit-hysteresis (5k). Brake Prog.: 0,0,300,no,A,,0,yes
FM1235,PLC Temp H Stop — The alarm is set if the CPU temperature of the PLC has exceeded the limit value P12.16. It will be automatically reset if the temperature has fallen below the limit-hysteresis (5k). Brake Prog.: 1,0,330,yes,A,,0,yes
FM1240,MCV RotorPos Manual Setpoint — Rotor positioning mode is selected.,0,330,yes,A,2,0,no
FM1241,"MCV RotorPos Invalid — Rotor positioning mode is selected, but the conditions necessary for this are NOT fulfilled",0,330,no,A,0,0,no
FM1242,MCV Profinet-Data invalid — The Profinet data from the main converter is invalid or not available due to interrupted communication.,270,330,yes,M,6,0,no
FM1243,"MCV Drive Train Damping (DTD) OpC-WT not avail. — Main converter: the function ""active"" drive train damper through the WTG operating control"" is not available. Brake Prog.: 5",0,600,yes,A,,0,yes
FM1244,MCV WorkingRange Exceeded — Permissible MC operating range has been exceeded,0,400,yes,A,6,0,yes
FM1253,Pit Slipring Temp H Warn — Temperature in slip ring too high,0,330,no,A,0,0,yes
FM1254,Pit Slipring Temp L Warn — Temperature in slip ring too low,0,330,no,A,0,0,yes
FM1255,Pit Hub Temp H Stop — Temperature in hub too high,270,400,yes,M,1,0,yes
FM1256,Pit Hub Temp L Warn — Temperature in hub low,0,300,no,A,0,0,yes
FM1257,Pit Hub Temp L Stop — Temperature in hub too low,0,400,yes,A,1,0,yes
FM1258,Pit CenterBox Temp H Stop — Temperature in center box too high,0,330,yes,A,1,0,yes
FM1259,Pit CenterBox Temp L Stop — Temperature in center box too low,0,600,yes,A,1,0,yes
FM1260,Pit Accu type not equal — The battery versions on the pitch converters differ.,0,600,yes,A,1,0,yes
FM1261,Pit 1 Cyclic Com Err (PDW) — Failure of the cyclic communication.,0,600,yes,A,2,0,yes
FM1262,Pit 2 Cyclic Com Err (PDW) — Refer to FM1261,0,600,yes,A,2,0,yes
FM1263,Pit 3 Cyclic Com Err (PDW) — Refer to FM1261,0,600,yes,A,2,0,yes
FM1264,Pit 1 Param Com Err — Failure of the acyclic communication.,0,400,no,A,0,0,yes
FM1265,Pit 2 Param Com Err — Refer to FM1264,0,400,no,A,0,0,yes
FM1266,Pit 3 Param Com Err — Refer to FM1264,0,400,no,A,0,0,yes
FM1267,Pit 1 Conv Fault — The pitch converter has a fault.,270,600,yes,M(A),2,0,yes
FM1268,Pit 2 Conv Fault — Refer to FM1267,270,600,yes,M(A),2,0,yes
FM1269,Pit 3 Conv Fault — Refer to FM1267,270,600,yes,M(A),2,0,yes
FM1273,Pit Blade Encoder Diff 1-2 Warn — Monitoring of blade encoder 1 against blade encoder 2 actual value (warning).,0,300,no,A,0,0,yes
FM1274,Pit Blade Encoder Diff 2-3 Warn — Monitoring of blade encoder 2 against blade encoder 3 actual value (warning).,0,300,no,A,0,0,yes
FM1275,Pit Blade Encoder Diff 3-1 Warn — Monitoring of blade encoder 3 against blade encoder 1 actual value (warning).,0,300,no,A,0,0,yes
FM1276,Pit Blade Encoder Diff 1-2 Alarm — Monitoring of blade encoder 1 against blade encoder 2 actual value (alarm).,270,600,yes,M,2,0,yes
FM1277,Pit Blade Encoder Diff 2-3 Alarm — Monitoring of blade encoder 2 against blade encoder 3 actual value (alarm).,270,600,yes,M,2,0,yes
FM1278,Pit Blade Encoder Diff 3-1 Alarm — Monitoring of blade encoder 3 against blade encoder 1 actual value (alarm).,270,600,yes,M,2,0,yes
FM1279,Pit ALU Pmp Start Fault — The alarm is generated when a fault occurs in the automatic lubrication unit for pitch.,270,300,no,M,0,0,yes
FM1280,Pit ALU PmpRuntime long — The alarm is generated when a fault occurs in the automatic lubrication unit for pitch.,270,300,no,M,0,0,yes
FM1281,Pit ALU PmpPressure Drop Fault — The alarm is generated when a fault occurs in the automatic lubrication unit for the pitch during pressure relief. Brake Prog.: 0,270,300,no,M,,0,yes
FM1283,Pit ALU Pmp CollFault — The alarm is reported if a fault occurs in the SKF automatic lubrication unit for the pitch slewing bearing. Brake Prog.: 0,270,300,no,M,,0,yes
FM1294,Pit 1 Box Temp CableBreak — Pitchbox temperature sensor has a cable break.,270,330,yes,M,5,0,yes
FM1295,Pit 2 Box Temp CableBreak — Refer to FM1294,270,330,yes,M,5,0,yes
FM1296,Pit 3 Box Temp CableBreak — Refer to FM1294,270,330,yes,M,5,0,yes
FM1297,Pit CenterBox Temp CableBreak — Centerbox temperature sensor has a cable break.,270,330,yes,M,5,0,yes
FM1298,Pit Hub Temp CableBreak — Hub temperature sensor has a cable break.,270,330,yes,M,5,0,yes
FM1299,Pit Slipring Temp CableBreak — Slipring temperature sensor has a cable break.,0,330,no,A,0,0,yes
FM1300,Vib Nacelacc const — Machine house acceleration measurements in Y-(cross) or Z- (Wind-) direction is constant.,270,400,yes,M,1,0,yes
FM1301,Vib SensorTest active — The alarm is generated when on vibration sensor PCH 1026Mk2 a sensor self-test is performed.,0,300,no,A,0,0,yes
FM1302,Vib Tower Mass Damp Contact Cnt H Warn — The alarm is reported if the tower damper has exceeded the number of contacts parametrized in P89.09. Brake Prog.: 0,0,300,no,A,,0,yes
FM1303,Vib Tower Mass Damp Contact Cnt H Stop — The alarm is reported if the tower damper has exceeded the number of contacts parametrized in P89.10. Brake Prog.: 1,270,600,yes,M,,0,yes
FM1304,Vib Tower Mass Damp AI1 Constant — The alarm is reported if an analog sensor of the tower damper has assumed a constant value.,0,330,yes,A,1,0,yes
FM1305,Vib Tower Mass Damp AI2 Constant — The alarm is reported if an analog sensor of the tower damper has assumed a constant value.,0,330,yes,A,1,0,yes
FM1306,Vib Tower Mass Damper AI1 Sensor Failure — The alarm is reported if a sensor fault is detected at an analog sensor of the tower damper.,0,330,yes,A,1,0,yes
FM1307,Vib Tower Mass Damper AI2 Sensor Failure — The alarm is reported if a sensor fault is detected at an analog sensor of the tower damper.,0,330,yes,A,1,0,yes
FM1309,Vib TowerVib H for Stopped WTG — The alarm is reported if at WTG standstill and cross-wind the nacelle acceleration exceeds a defined limit. Brake Prog.: 1,0,300,no,A,,0,yes
FM1310,"Vib SensorTest SSDTest Warning — Reported if no signal change takes place during the sensor test at the ""Shock"" input.",0,300,no,A,0,0,yes
FM1311,"Vib SensorTest Self test Digital Warning — Reported if no signal change takes place during the sensor test at the ""Fault"" and ""Alarm"" inputs.",0,300,no,A,0,0,yes
FM1312,Vib SensorTest Self test Analog Warning — Reported if during the sensor test the analog values for the y and z direction are not within the range of the test level. Brake Prog.: 0,0,300,no,A,,0,yes
FM1313,Vib Mass Damper AutoLock Error — Is reported if a requested auto-lock cannot be implemented due to various conditions.,0,600,yes,A,1,0,yes
FM1314,"Vib Mass Damper Service Active — An alarm FM1314 ""damper service"" is reported if the damper service switch is not set to automatic, (=""Service""). Brake Prog.: 1",0,600,yes,A,,0,yes
FM1315,Vib Mass Damper AutoLock Relaesed — Is reported if the auto-lock is canceled and the damper has been released.,0,600,no,A,1,0,yes
FM1316,Vib Rotor Imbalance Measurement Active — The rotor imbalance measurement is active. The WTG is operated with reduced speed P89.03.,0,300,no,A,0,0,yes
FM1350,Met AirPress DiffMeasCalcH Stop — The WTG is stopped when the difference between the measured air pressure and altitude dependent air pressure P23.19 is greater than P90.00. Brake Prog.: 1,270,600,yes,M,,0,yes
FM1351,LPR RotBlade warn — Reported if the monitoring of the lightning protection system of the rotor blades reports a fault (only for AIS with SPD boxes). Brake Prog.: 0,0,400,no,A,,0,yes
FM1352,"LPR RotBlade stop — Reported if the warning FM1351 ""LgtnProt RotBlade Warn"" was present for the period P64.01.",270,400,no,M,2,0,yes
FM1354,LPR Nacelle 400V Warn — The warning is generated when the lightning protection module in the transformer box has triggered.,0,330,no,A,0,0,yes
FM1359,Pit ALU Race ContLevel L Warn — Is reported if the reservoir of the lubrication system for the lubrication of the raceways of the pitch bearings only has a low filling level left. Brake Prog.: 0,0,330,no,A,,0,yes
FM1397,ALU IntervalTime high Stop — Stop of the turbine due to too long pause in one of the lubrication systems.,0,400,yes,A,1,0,yes
FM1420,ALU PitRace GreaseFlow Fail — Monitoring of the automatic lubrication of the pitch raceway with separate lubrication of raceway and gearing. Brake Prog.: 0,270,300,no,M,,0,yes
FM1421,Pit 1 Accu test FT fault — The alarm is reported if during the pitch battery functional test the unfiltered DC link voltage or the battery current of the PCV is below the respective limit value. Brake Prog.: 1,270,600,yes,M,,0,yes
FM1422,Pit 2 Accu test FT fault — refer to FM1421,270,600,yes,M,1,0,yes
FM1423,Pit 3 Accu test FT fault — refer to FM1421,270,600,yes,M,1,0,yes
FM1424,Pit 1 Accu test HT fault — The alarm is reported if during the pitch battery high-voltage current test the unfiltered DC link voltage or the battery current is below the respective limit value. Brake Prog.: 1,270,600,yes,M,,0,yes
FM1425,Pit 2 Accu test HT fault — refer to FM1424,270,600,yes,M,1,0,yes
FM1426,Pit 3 Accu test HT fault — refer to FM1424,270,600,yes,M,1,0,yes
FM1427,Pit 1 Accu test FT/HT warning — The alarm is reported if during the pitch battery functional test the unfiltered DC link voltage of the axis is below the respective limit value. Brake Prog.: 0,270,600,yes,M,,0,yes
FM1428,Pit 2 Accu test FT/HT warning — refer to FM1427,270,600,yes,M,0,0,yes
FM1429,Pit 3 Accu test FT/HT warning — refer to FM1427,270,600,yes,M,0,0,yes
FM1430,Pit 1 Accu test HT abort — The alarm is reported if during the battery high-voltage current test no current flow greater than P73.16 is detected by the brake chopper P73.19 s after starting the PCV energization or the value of Brake Prog.: 1 the PCV brake chopper has not dropped to the value P73.00 within the time P73.01 when waiting for Yaw Prog.: 0 the integrator value to drop.,270,400,yes,M,,,yes
FM1431,Pit 2 Accu test HT abort — refer to FM1430,270,400,yes,M,1,0,yes
FM1432,Pit 3 Accu test HT abort — refer to FM1430,270,400,yes,M,1,0,yes
FM1433,Pit 1 Accu test FT abort — The alarm is reported if during the battery functional test P73.19 s after the start of the PCV energization no current flow greater than P73.13 is detected. The functional test is not executed Brake Prog.: 1 correctly. Yaw Prog.: 0,270,400,yes,M,,,yes
FM1434,Pit 2 Accu test FT abort — refer to FM1433,270,400,yes,M,1,0,yes
FM1435,Pit 3 Accu test FT abort — refer to FM1433,270,400,yes,M,1,0,yes
FM1436,"Pit Accu test lock for charge delay active — The alarm is reported after an unsuccessful battery test, it blocks a new test for the time P72.19 = 300s. Brake Prog.: 1",0,330,yes,A,,0,yes
FM1440,MCV Remote Control Warning — The main converter can not be functionally controlled via the WTG operation control.,0,400,no,A,0,0,yes
FM1443,MCV BrushLubrication Active — Is reported if the function brush lubrication by main converter is active.,0,330,no,A,0,0,yes
FM1448,MCV RotorPos Preparation — Operating mode rotor positioning is selected and is being prepared.,0,300,no,A,0,0,yes
FM1451,Pit 1 SafetyRun command fail — The emergency run command doesn't match to the pitch converter feedback.,270,600,yes,M(A),2,0,yes
FM1452,Pit 2 SafetyRun command fail — Refer to FM1451,270,600,yes,M(A),2,0,yes
FM1453,Pit 3 SafetyRun command fail — Refer to FM1451,270,600,yes,M(A),2,0,yes
FM1454,Pit 1 SafetyRun not correct stopped — The emergency run command doesn't match to the pitch converter feedback.,270,600,yes,M(A),2,0,yes
FM1455,Pit 2 SafetyRun not correct stopped — Refer to FM1454,270,600,yes,M(A),2,0,yes
FM1456,Pit 3 SafetyRun not correct stopped — Refer to FM1454,270,600,yes,M(A),2,0,yes
FM1457,Pit 1 Restart lock not reset — The emergency run command doesn't match to the pitch converter feedback.,270,600,yes,M(A),2,0,yes
FM1458,Pit 2 Restart lock not reset — Refer to FM1457,270,600,yes,M(A),2,0,yes
FM1459,Pit 3 Restart lock not reset — Refer to FM1457,270,600,yes,M(A),2,0,yes
FM1490,LVL TowerCable TempMonitoring Stop — The optional tower cable temperature monitoring system reports an alarm.,270,600,yes,ML,1,0,yes
FM1491,LVL OvervoltProtect Internal Power MainSw Off — Indicates that the 660 V low voltage main switches in the auxiliary network have been switched off due to overvoltage protection (Umax > P19.02) and active grid fault (FM1492). Brake Prog.: 1,270,330,yes,ML,,50,no
FM1492,Grid Error Overvoltage — The grid protection unit reports an overvoltage grid fault via the interface.,0,400,no,A,2,50,no
FM1493,Grid Error Undervoltage — The grid protection unit reports an undervoltage grid fault via the interface.,0,400,no,A,2,50,no
FM1494,Grid Error Overfrequency — The grid protection unit reports an overfrequency grid fault via the interface.,0,400,no,A,2,50,no
FM1495,Grid Error Underfrequency — The grid protection unit reports an underfrequency grid fault via the interface.,0,400,no,A,2,50,no
FM1496,"Grid Frequency InvalidForStartup aGE — This function prevents the WTG from being connected to the grid when the grid voltage (measured by the main converter, MFR or CWE) is not within the parameterized frequency range and the WTG was Brake Prog.: 5 stopped prior to this by a grid fault. Yaw Prog.: 0",0,330,no,A,,,yes
FM1497,Grid Voltage InvalidForStartup aGE — This function prevents the WTG from being connected to the grid when the grid voltage (measured by the MFR) is not within the parameterized voltage range and the WTG was stopped prior to this by a Brake Prog.: 5 grid fault. Yaw Prog.: 0,0,330,no,A,,,yes
FM1498,MVL FluidTransf Pressure NOK — Pressure monitoring device at the transformer has tripped,270,330,yes,M,2,0,yes
FM1499,MVL FluidLevel NOK — The filling level monitoring unit at the transformer has tripped,270,330,yes,M,2,0,yes
FM1500,"Hyd HydraulicTest cancel (Not caused by testfailur — The alarm is triggered if the rotor brake hydraulic test or the yaw system hydraulic brake test is canceled but this is not due to a fault of the hydraulic system. Brake Prog.: 2 If a hydraulic fault is present, FM251 is reported. Yaw Prog.: 0",0,400,yes,A,,,yes
FM1501,Hyd HydraulicTest to many times in a row — The alarm occurs if the hydraulic test is performed too frequently.,270,400,yes,M,1,0,yes
FM1517,GCM E-DLL deactivation due to multiple runtime fai — The E-DLL was disabled due to multiple execution errors.,270,600,yes,M,0,0,yes
FM1530,Grid MFR Collective-Error — Is reported if an internal error occurred in the MFR.,0,400,yes,A,6,0,no
FM1531,"Grid Profinet Version Error — Reported if the read checksum of the MFR parameter file does not match the specification (target checksum, encrypted) or the protocol version. Brake Prog.: 5",270,400,yes,M,,0,no
FM1532,Grid MFR Config Error — Reported if a configuration error (configuration of the protection parametrization in the MFR) has occurred. Brake Prog.: 5,0,400,yes,A,,0,no
FM1540,LVL EmergLighting Tower UPS BattFault — The alarm is generated if there is no emergency lighting possible in the tower during a grid failure.,0,330,no,A,0,0,yes
FM1541,LVL EmergLighting Nacelle UPS BattFault — The alarm is generated if there is no emergency lighting possible in the nacelle during a grid failure.,0,300,no,A,0,0,yes
FM1542,LVL EmergLighting Hub UPS BattFault — The alarm is generated if there is no emergency lighting possible in the hub during a grid failure.,0,300,no,A,0,0,yes
FM1553,OBL Max TransmissTime from CWE Exceeded — The maximum transmission time between CWE and WTG for the ODL function has been exceeded (see P112.01) Brake Prog.: 0,0,600,no,A,,0,yes
FM1554,OBL Max TransmissTime from Radar Exceeded — The maximum transmission time between radar and WTG for the ODL function has been exceeded (see P112.02) Brake Prog.: 0,0,600,no,A,,0,yes
FM1555,OBL Max Time Between Telegrams from CWE Exc — No new telegram has been received by the CWE for the ODL function for an extended time (see P112.03) Brake Prog.: 0,0,600,no,A,,0,yes
FM1556,OBL CWE CommunProtocol Incompatible — The communication protocol between CWE and WTG does not support the function night lights by requirement (ODL) Brake Prog.: 0,0,600,no,A,,0,yes
FM1557,OBL Max AntivalenceTime ShutdownCmd EnabFb — The feedback of the obstacle light of the WTG differs too long from the control by the WTG (see P112.04) Brake Prog.: 0,270,600,no,M,,0,yes
FM1558,OBL Compulsory Lamp Off — The obstacle lights of all WTG of a WF have been forcibly deactivated,0,600,no,A,0,0,yes
FM1581,PLC TimeStep — Indicates that the internal clock of the PLC has jumped.,0,600,no,A,0,0,yes
FM1582,PLC Firmware update required — An update of the PLC firmware is required.,0,400,yes,A,1,0,yes
FM1584,PLC SystemFault (SPG10) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1585,PLC SystemFault (SPG11) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1586,PLC SystemFault (SPG12) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1587,PLC SystemFault (SPG13) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1588,PLC SystemFault (SPG16) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1589,PLC SystemFault (SPG17) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1590,PLC SystemFault (SPG19) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1591,PLC SystemFault (SPG20) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1592,PLC SystemFault (SPG21) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1593,PLC SystemFault (SPG24) — The internal system monitoring of the operation control has detected a fault.,270,600,yes,M,4,50,no
FM1594,PLC RestartCycle TimeViolation — A non-critical cycle time violation occurred during the start-up phase.,0,300,no,A,0,0,yes
FM1595,PLC RestartCycle TimeViolationExcess — Too many cycle time violations occur during the start-up phase.,0,600,yes,A,1,0,yes
FM1596,PLC parameter update failed — An error occurred during a parameter update.,0,600,no,A,0,0,yes
FM1597,PLC parameter update successful — The message indicates that the parameter update has been performed successfully.,0,600,no,A,0,0,yes
FM1598,PLC parameter update active — A parameter update has been requested and is currently being performed.,0,600,no,A,0,0,yes
FM1600,"MPIO ExtController Stop — The turbine has been stopped due to a fault message of the optional external controller (""control demonstrator”). Brake Prog.: 2",450,450,yes,M,,0,yes
FM1601,"MPIO ExtController Stop (SoftBrk) — The turbine has been stopped due to request by the optional external controller (""control demonstrator”). Brake Prog.: 1",0,450,yes,A,,0,yes
FM1602,"MPIO ExtController Warning — The optional external controller (""control demonstrator"") has detected a non-critical error.",0,450,no,A,0,0,yes
FM1608,MET Farm Ice Alarm (Auto Reset) — The ice sensor in the park reports strong ice accretion via the CWE.,0,600,no,A,1,0,yes
FM1609,MET Farm Ice Alarm (Remote Reset) — refer to FM1608,270,600,no,M,1,0,yes
FM1610,MET Farm Ice alarm (Local Reset) — refer to FM1608,270,600,no,ML,1,0,yes
FM1611,MET Farm Ice Alarm finished (Auto Reset) — The ice sensor in the park no longer reports ice accretion via the CWE and the ice alarm FM1609/FM1610 can be reset. Brake Prog.: 0,0,600,no,A,,0,yes
FM1614,MET Farm Ice Alarm FallbackReaction — The CWE reports that there is a communication error with the parameterized park ice sensor.,0,600,no,A,1,0,yes
FM1630,WTG Turbine blocked by User — The alarm is triggered as soon as the turbine is locked by a user via the visualization.,0,600,yes,A,1,0,yes
FM1645,Shadow bird protection alarm — The bird protection module (SWM) reports a bird protection alarm.,0,600,no,A,1,0,yes
FM1646,Pit 1 Mot I2t H Stop — The pitch motor has an excessive current load,0,600,yes,A,1,0,yes
FM1647,Pit 2 Mot I2t H Stop — Refer to FM1646,0,600,yes,A,1,0,yes
FM1648,Pit 3 Mot I2t H Stop — Refer to FM1646,0,600,yes,A,1,0,yes
FM1667,Pit I2t Sum H Stop — The upper limit value for monitoring the PVR I2t totals value has been exceeded or the lower limit value has not yet been fallen below again after triggering. Brake Prog.: 1,0,600,yes,A,,0,yes
FM1668,Pit ALU Race Pmp Fault — Pitch raceway lubricant pump monitoring.,270,300,no,M,0,0,yes
FM1690,Pit 1 Safety acknowledge fail — The alarm reports when the pitch converter unexpectedly reports an end of the emergency run - although the emergency run is no longer commanded. Brake Prog.: 2,270,330,yes,M(A),,0,yes
FM1691,Pit 2 Safety acknowledge fail — Refer to FM1690,270,330,yes,M(A),2,0,yes
FM1692,Pit 3 Safety acknowledge fail — Refer to FM1690,270,330,yes,M(A),2,0,yes
FM1700,NCHW FibreOptic SlipringPath not Active — The primary path of the slip ring is not active.,0,300,no,A,0,0,yes
FM1701,NCHW LPC shutdown active — The turbine LPC shuts down when this alarm is generated.,0,330,no,A,0,0,yes
FM1702,NCHW slipring monitoring malfunctioning — The monitoring of the redundant slip ring track is faulty.,0,300,no,A,0,0,yes
FM1703,NCHW Switch Firmware Update required — Reports if a switch in the WTG uses an invalid firmware version.,0,600,no,A,0,0,yes
FM1710,WTG ActPwrSetpoint to low — The alarm is reported if the active power setpoint is less than the limit value defined in P02.12 for P02.13s and the setpoint does not arrive from the CWE but from an internal WTG limitation. Brake Prog.: 1,270,330,no,M,,0,yes
FM1711,WTG CWE ActPwrSetpoint to low — The active power setpoint from the CWE is less than the minimum active power setpoint requirement in P02.12 for P02.13s. Brake Prog.: 1,270,330,no,M,,0,yes
FM1719,WTG Minimum power undershot at high windspeed — The alarm is reported if the active power setpoint value at high wind speeds (Soft-Cut-Out) is limited below the minimum power required at high wind speeds due to CWE limitations or WTG protection Brake Prog.: 1 functions. Yaw Prog.: 0,0,330,yes,A,,,yes
FM1723,"Cli Temp Box High Alarm - multiple — In one or more control cabinets (Topbox, Bottombox, Centerbox) a ""temperature high"" alarm was reported at least P10.13 times on the current day. Brake Prog.: 1",270,330,yes,M,,0,yes
FM1739,OpC Prepare Safe State — The wind turbine is preparing to be brought into a safe state.,0,600,no,A,1,50,yes
FM1740,OpC Apply Safe State — The WTG will change to a safe state.,0,600,no,A,2,50,yes
FM1750,PN Profinet Fault — The alarm is generated when a Profinet fault occurs on a module which is not a connection fault.,0,300,no,A,0,0,yes
FM1751,PN Centerbox CommFlt — Profinet bus fault of the pitch Centerbox.,0,600,yes,A,2,0,yes
FM1752,PN Pit 1 Encoder CommFlt — Profinet bus fault of the blade angle sensor.,0,400,yes,A,2,0,yes
FM1753,PN Pit 2 Encoder CommFlt — Refer to FM1752,0,400,yes,A,2,0,yes
FM1754,PN Pit 3 Encoder CommFlt — Refer to FM1752,0,400,yes,A,2,0,yes
FM1755,PN Pit 1 Conv CommFlt — Profinet bus fault of the pitch converter.,0,600,yes,A,2,0,yes
FM1756,PN Pit 2 Conv CommFlt — Refer to FM1755,0,600,yes,A,2,0,yes
FM1757,PN Pit 3 Conv CommFlt — Refer to FM1755,0,600,yes,A,2,0,yes
FM1758,PN BotBox CommFlt — The RFC has detected a Profinet bus fault of the Bottombox bus coupler.,0,400,yes,A,2,0,yes
FM1759,PN Topbox CommFlt — A bus fault has been detected in the connection between the Topbox and the yaw converter.,0,600,yes,A,2,50,yes
FM1760,PN MCV CommFlt — The RFC has detected a Profinet bus fault of the main converter.,0,400,yes,A,2,0,yes
FM1761,PN MFR CommFlt — The RFC has detected a Profinet bus fault of the MFR.,0,400,yes,A,2,0,yes
FM1762,PN Yaw Conv 1 CommFlt — A bus fault has been detected in the connection between the controller and the yaw converter.,0,300,no,A,0,50,yes
FM1763,PN Yaw Conv 2 CommFlt — refer to FM1762,0,300,no,A,0,50,yes
FM1764,PN Yaw Conv 3 CommFlt — Refer to FM1762,0,300,no,A,0,50,yes
FM1765,PN Yaw Conv 4 CommFlt — Refer to FM1762,0,300,no,A,0,50,yes
FM1766,PN YawBox/Fld CommFlt — A bus fault has been detected in the connection between the control and the yaw IO devices.,0,300,no,A,0,50,yes
FM1767,PN Rotor Encoder CommFlt — The RFC has detected a Profinet bus fault of the optional rotor speed- and position sensor in the slip ring. Brake Prog.: 0,0,300,no,A,,0,yes
FM1768,"PN MPIO ExtController CommFlt — The RFC has detected a Profinet bus fault of the optional external controller (""control demonstrator"").",270,450,yes,M,2,0,yes
FM1769,PN TB K11 Configuration failed — Dynamic configuration of the Axioline RTD8 module K11 in the Topbox has failed.,0,300,no,A,0,0,yes
